State,City,Date Local,NO2 Mean,NO2 AQI,O3 Mean,O3 AQI,SO2 Mean,SO2 AQI,CO Mean,CO AQI
New York,New York,5/5/2000,42.5,57,0.018417,31,8.8,21,0.866667,
New York,New York,5/5/2000,42.5,57,0.018417,31,8.8,21,0.7875,13
New York,New York,5/5/2000,42.5,57,0.018417,31,9.6,,0.866667,
New York,New York,5/5/2000,42.5,57,0.018417,31,9.6,,0.7875,13
New York,New York,5/6/2000,42.875,81,0.034333,67,9.5,37,1.1875,
New York,New York,5/6/2000,42.875,81,0.034333,67,9.5,37,1.195833,24
New York,New York,5/6/2000,42.875,81,0.034333,67,9.4625,,1.1875,
New York,New York,5/6/2000,42.875,81,0.034333,67,9.4625,,1.195833,24
New York,New York,5/7/2000,29,53,0.036583,80,7.041667,30,0.720833,
New York,New York,5/7/2000,29,53,0.036583,80,7.041667,30,0.8375,15
New York,New York,5/7/2000,29,53,0.036583,80,7,,0.720833,
New York,New York,5/7/2000,29,53,0.036583,80,7,,0.8375,15
New York,New York,5/8/2000,49.958333,86,0.02775,48,12.045455,37,0.995455,
New York,New York,5/8/2000,49.958333,86,0.02775,48,12.045455,37,0.916667,14
New York,New York,5/8/2000,49.958333,86,0.02775,48,12.316667,,0.995455,
New York,New York,5/8/2000,49.958333,86,0.02775,48,12.316667,,0.916667,14
New York,New York,5/9/2000,36.619048,52,0.042125,71,9.666667,27,0.708333,
New York,New York,5/9/2000,36.619048,52,0.042125,71,9.666667,27,0.795833,14
New York,New York,5/9/2000,36.619048,52,0.042125,71,9.6375,,0.708333,
New York,New York,5/9/2000,36.619048,52,0.042125,71,9.6375,,0.795833,14
New York,New York,5/10/2000,19.708333,32,0.017542,22,2.958333,9,0.504167,
New York,New York,5/10/2000,19.708333,32,0.017542,22,2.958333,9,0.533333,8
New York,New York,5/10/2000,19.708333,32,0.017542,22,2.925,,0.504167,
New York,New York,5/10/2000,19.708333,32,0.017542,22,2.925,,0.533333,8
New York,New York,5/11/2000,24.25,43,0.019,31,4.958333,14,0.5625,
New York,New York,5/11/2000,24.25,43,0.019,31,4.958333,14,0.566667,7
New York,New York,5/11/2000,24.25,43,0.019,31,4.9375,,0.5625,
New York,New York,5/11/2000,24.25,43,0.019,31,4.9375,,0.566667,7
New York,New York,5/12/2000,30.291667,46,0.017333,23,3.75,11,0.6875,
New York,New York,5/12/2000,30.291667,46,0.017333,23,3.75,11,0.691667,9
New York,New York,5/12/2000,30.291667,46,0.017333,23,3.7125,,0.6875,
New York,New York,5/12/2000,30.291667,46,0.017333,23,3.7125,,0.691667,9
New York,New York,5/13/2000,20.125,36,0.02425,26,3.416667,9,0.625,
New York,New York,5/13/2000,20.125,36,0.02425,26,3.416667,9,0.6125,9
New York,New York,5/13/2000,20.125,36,0.02425,26,3.3875,,0.625,
New York,New York,5/13/2000,20.125,36,0.02425,26,3.3875,,0.6125,9
New York,New York,5/14/2000,20.791667,46,0.031375,36,5.125,11,0.533333,
New York,New York,5/14/2000,20.791667,46,0.031375,36,5.125,11,0.566667,9
New York,New York,5/14/2000,20.791667,46,0.031375,36,5.0875,,0.533333,
New York,New York,5/14/2000,20.791667,46,0.031375,36,5.0875,,0.566667,9
New York,New York,5/15/2000,25.416667,51,0.023708,34,6.272727,21,0.466667,
New York,New York,5/15/2000,25.416667,51,0.023708,34,6.272727,21,0.466667,7
New York,New York,5/15/2000,25.416667,51,0.023708,34,6.4,,0.466667,
New York,New York,5/15/2000,25.416667,51,0.023708,34,6.4,,0.466667,7
New York,New York,5/16/2000,38.454545,61,0.025333,37,7.791667,54,0.686364,
New York,New York,5/16/2000,38.454545,61,0.025333,37,7.791667,54,0.695833,11
New York,New York,5/16/2000,38.454545,61,0.025333,37,7.75,,0.686364,
New York,New York,5/16/2000,38.454545,61,0.025333,37,7.75,,0.695833,11
New York,New York,5/17/2000,34.208333,54,0.036625,47,7.333333,24,0.5625,
New York,New York,5/17/2000,34.208333,54,0.036625,47,7.333333,24,0.595833,8
New York,New York,5/17/2000,34.208333,54,0.036625,47,7.3125,,0.5625,
New York,New York,5/17/2000,34.208333,54,0.036625,47,7.3125,,0.595833,8
New York,New York,5/18/2000,39.666667,57,0.019917,27,4.333333,14,0.783333,
New York,New York,5/18/2000,39.666667,57,0.019917,27,4.333333,14,0.745833,10
New York,New York,5/18/2000,39.666667,57,0.019917,27,4.3125,,0.783333,
New York,New York,5/18/2000,39.666667,57,0.019917,27,4.3125,,0.745833,10
New York,New York,5/19/2000,24,37,0.01325,14,2.875,7,0.545833,
New York,New York,5/19/2000,24,37,0.01325,14,2.875,7,0.6,10
New York,New York,5/19/2000,24,37,0.01325,14,2.825,,0.545833,
New York,New York,5/19/2000,24,37,0.01325,14,2.825,,0.6,10
New York,New York,5/20/2000,23.125,28,0.016529,22,3.95,10,0.5,
New York,New York,5/20/2000,23.125,28,0.016529,22,3.95,10,0.508333,7
New York,New York,5/20/2000,23.125,28,0.016529,22,3.583333,,0.5,
New York,New York,5/20/2000,23.125,28,0.016529,22,3.583333,,0.508333,7
New York,New York,5/21/2000,22.833333,40,0.017375,25,3.333333,7,0.541667,
New York,New York,5/21/2000,22.833333,40,0.017375,25,3.333333,7,0.491667,9
New York,New York,5/21/2000,22.833333,40,0.017375,25,3.3125,,0.541667,
New York,New York,5/21/2000,22.833333,40,0.017375,25,3.3125,,0.491667,9
New York,New York,5/22/2000,27.5,35,0.013625,17,5.318182,17,0.55,
New York,New York,5/22/2000,27.5,35,0.013625,17,5.318182,17,0.625,9
New York,New York,5/22/2000,27.5,35,0.013625,17,4.7,,0.55,
New York,New York,5/22/2000,27.5,35,0.013625,17,4.7,,0.625,9
New York,New York,5/23/2000,30.333333,50,0.0185,28,11.208333,60,0.666667,
New York,New York,5/23/2000,30.333333,50,0.0185,28,11.208333,60,0.666667,11
New York,New York,5/23/2000,30.333333,50,0.0185,28,11.2,,0.666667,
New York,New York,5/23/2000,30.333333,50,0.0185,28,11.2,,0.666667,11
New York,New York,5/24/2000,37.555556,62,0.023208,38,5.916667,21,0.641667,
New York,New York,5/24/2000,37.555556,62,0.023208,38,5.916667,21,0.583333,9
New York,New York,5/24/2000,37.555556,62,0.023208,38,5.8875,,0.641667,
New York,New York,5/24/2000,37.555556,62,0.023208,38,5.8875,,0.583333,9
New York,New York,5/25/2000,35.318182,52,0.024625,37,6.75,24,0.6,
New York,New York,5/25/2000,35.318182,52,0.024625,37,6.75,24,0.633333,9
New York,New York,5/25/2000,35.318182,52,0.024625,37,6.725,,0.6,
New York,New York,5/25/2000,35.318182,52,0.024625,37,6.725,,0.633333,9
New York,New York,5/26/2000,22.85,31,0.024792,31,3.708333,10,0.45,
New York,New York,5/26/2000,22.85,31,0.024792,31,3.708333,10,0.458333,7
New York,New York,5/26/2000,22.85,31,0.024792,31,3.675,,0.45,
New York,New York,5/26/2000,22.85,31,0.024792,31,3.675,,0.458333,7
New York,New York,5/27/2000,24.791667,39,0.02175,25,5,16,0.558333,
New York,New York,5/27/2000,24.791667,39,0.02175,25,5,16,0.525,8
New York,New York,5/27/2000,24.791667,39,0.02175,25,4.975,,0.558333,
New York,New York,5/27/2000,24.791667,39,0.02175,25,4.975,,0.525,8
New York,New York,5/28/2000,17.458333,30,0.027,31,2.166667,4,0.4125,
New York,New York,5/28/2000,17.458333,30,0.027,31,2.166667,4,0.479167,8
New York,New York,5/28/2000,17.458333,30,0.027,31,2.15,,0.4125,
New York,New York,5/28/2000,17.458333,30,0.027,31,2.15,,0.479167,8
New York,New York,5/29/2000,10.5,22,0.024333,26,2.708333,7,0.3375,
New York,New York,5/29/2000,10.5,22,0.024333,26,2.708333,7,0.35,6
New York,New York,5/29/2000,10.5,22,0.024333,26,2.675,,0.3375,
New York,New York,5/29/2000,10.5,22,0.024333,26,2.675,,0.35,6
New York,New York,5/30/2000,15.909091,30,0.021,30,2.772727,7,0.378571,
New York,New York,5/30/2000,15.909091,30,0.021,30,2.772727,7,0.3875,5
New York,New York,5/30/2000,15.909091,30,0.021,30,2.771429,,0.378571,
New York,New York,5/30/2000,15.909091,30,0.021,30,2.771429,,0.3875,5
New York,New York,5/31/2000,31.5,54,0.013417,20,3.791667,9,0.8125,
New York,New York,5/31/2000,31.5,54,0.013417,20,3.791667,9,0.8,9
New York,New York,5/31/2000,31.5,54,0.013417,20,3.75,,0.8125,
New York,New York,5/31/2000,31.5,54,0.013417,20,3.75,,0.8,9
New York,New York,6/1/2000,53.708333,101,0.025556,58,10.916667,33,1.079167,
New York,New York,6/1/2000,53.708333,101,0.025556,58,10.916667,33,0.941667,18
New York,New York,6/1/2000,53.708333,101,0.025556,58,10.875,,1.079167,
New York,New York,6/1/2000,53.708333,101,0.025556,58,10.875,,0.941667,18
New York,New York,6/2/2000,43.625,71,0.034,87,8.666667,33,0.85,
New York,New York,6/2/2000,43.625,71,0.034,87,8.666667,33,1.020833,18
New York,New York,6/2/2000,43.625,71,0.034,87,8.6375,,0.85,
New York,New York,6/2/2000,43.625,71,0.034,87,8.6375,,1.020833,18
New York,New York,6/3/2000,19.25,42,0.020292,28,4.541667,13,0.475,
New York,New York,6/3/2000,19.25,42,0.020292,28,4.541667,13,0.466667,8
New York,New York,6/3/2000,19.25,42,0.020292,28,4.5,,0.475,
New York,New York,6/3/2000,19.25,42,0.020292,28,4.5,,0.466667,8
New York,New York,6/4/2000,23.916667,39,0.025583,37,4.458333,16,0.5625,
New York,New York,6/4/2000,23.916667,39,0.025583,37,4.458333,16,0.6125,11
New York,New York,6/4/2000,23.916667,39,0.025583,37,4.425,,0.5625,
New York,New York,6/4/2000,23.916667,39,0.025583,37,4.425,,0.6125,11
New York,New York,6/5/2000,17.619048,31,0.027875,29,3.809524,13,0.516667,
New York,New York,6/5/2000,17.619048,31,0.027875,29,3.809524,13,0.533333,9
New York,New York,6/5/2000,17.619048,31,0.027875,29,3.633333,,0.516667,
New York,New York,6/5/2000,17.619048,31,0.027875,29,3.633333,,0.533333,9
New York,New York,6/6/2000,18.333333,28,0.018222,23,3.333333,7,0.466667,
New York,New York,6/6/2000,18.333333,28,0.018222,23,3.333333,7,0.4625,7
New York,New York,6/6/2000,18.333333,28,0.018222,23,3.325,,0.466667,
New York,New York,6/6/2000,18.333333,28,0.018222,23,3.325,,0.4625,7
New York,New York,6/7/2000,24.875,50,0.019042,30,6.958333,26,0.545833,
New York,New York,6/7/2000,24.875,50,0.019042,30,6.958333,26,0.45,9
New York,New York,6/7/2000,24.875,50,0.019042,30,6.925,,0.545833,
New York,New York,6/7/2000,24.875,50,0.019042,30,6.925,,0.45,9
New York,New York,6/8/2000,44.625,69,0.025458,38,12.458333,33,0.945833,
New York,New York,6/8/2000,44.625,69,0.025458,38,12.458333,33,1.016667,17
New York,New York,6/8/2000,44.625,69,0.025458,38,12.425,,0.945833,
New York,New York,6/8/2000,44.625,69,0.025458,38,12.425,,1.016667,17
New York,New York,6/9/2000,41.208333,58,0.048458,101,12,21,0.695833,
New York,New York,6/9/2000,41.208333,58,0.048458,101,12,21,0.670833,9
New York,New York,6/9/2000,41.208333,58,0.048458,101,11.9625,,0.695833,
New York,New York,6/9/2000,41.208333,58,0.048458,101,11.9625,,0.670833,9
New York,New York,6/10/2000,31.458333,53,0.075583,169,10.5,23,0.7,
New York,New York,6/10/2000,31.458333,53,0.075583,169,10.5,23,0.7125,10
New York,New York,6/10/2000,31.458333,53,0.075583,169,10.45,,0.7,
New York,New York,6/10/2000,31.458333,53,0.075583,169,10.45,,0.7125,10
New York,New York,6/11/2000,22.791667,34,0.051917,109,8.416667,23,0.629167,
New York,New York,6/11/2000,22.791667,34,0.051917,109,8.416667,23,0.670833,9
New York,New York,6/11/2000,22.791667,34,0.051917,109,8.3875,,0.629167,
New York,New York,6/11/2000,22.791667,34,0.051917,109,8.3875,,0.670833,9
New York,New York,6/12/2000,19.952381,29,0.016292,17,2.571429,7,0.4375,
New York,New York,6/12/2000,19.952381,29,0.016292,17,2.571429,7,0.454167,7
New York,New York,6/12/2000,19.952381,29,0.016292,17,2.483333,,0.4375,
New York,New York,6/12/2000,19.952381,29,0.016292,17,2.483333,,0.454167,7
New York,New York,6/13/2000,18.916667,25,0.015458,19,2.541667,7,0.409091,
New York,New York,6/13/2000,18.916667,25,0.015458,19,2.541667,7,0.4125,6
New York,New York,6/13/2000,18.916667,25,0.015458,19,2.525,,0.409091,
New York,New York,6/13/2000,18.916667,25,0.015458,19,2.525,,0.4125,6
New York,New York,6/14/2000,17.375,26,0.015167,19,1.875,4,0.383333,
New York,New York,6/14/2000,17.375,26,0.015167,19,1.875,4,0.379167,6
New York,New York,6/14/2000,17.375,26,0.015167,19,1.8625,,0.383333,
New York,New York,6/14/2000,17.375,26,0.015167,19,1.8625,,0.379167,6
New York,New York,6/15/2000,33.25,53,0.00525,8,3.916667,11,0.75,
New York,New York,6/15/2000,33.25,53,0.00525,8,3.916667,11,0.683333,13
New York,New York,6/15/2000,33.25,53,0.00525,8,3.9,,0.75,
New York,New York,6/15/2000,33.25,53,0.00525,8,3.9,,0.683333,13
New York,New York,6/16/2000,42.041667,62,0.021458,40,10.458333,33,0.929167,
New York,New York,6/16/2000,42.041667,62,0.021458,40,10.458333,33,0.941667,14
New York,New York,6/16/2000,42.041667,62,0.021458,40,10.45,,0.929167,
New York,New York,6/16/2000,42.041667,62,0.021458,40,10.45,,0.941667,14
New York,New York,6/17/2000,22.25,32,0.029708,44,7.041667,26,0.558333,
New York,New York,6/17/2000,22.25,32,0.029708,44,7.041667,26,0.625,10
New York,New York,6/17/2000,22.25,32,0.029708,44,7.0125,,0.558333,
New York,New York,6/17/2000,22.25,32,0.029708,44,7.0125,,0.625,10
New York,New York,6/18/2000,21.875,28,0.025583,32,3.833333,9,0.533333,
New York,New York,6/18/2000,21.875,28,0.025583,32,3.833333,9,0.5125,7
New York,New York,6/18/2000,21.875,28,0.025583,32,3.8125,,0.533333,
New York,New York,6/18/2000,21.875,28,0.025583,32,3.8125,,0.5125,7
New York,New York,6/19/2000,23.458333,41,0.015167,25,4.681818,20,0.540909,
New York,New York,6/19/2000,23.458333,41,0.015167,25,4.681818,20,0.529167,7
New York,New York,6/19/2000,23.458333,41,0.015167,25,4.85,,0.540909,
New York,New York,6/19/2000,23.458333,41,0.015167,25,4.85,,0.529167,7
New York,New York,6/20/2000,29.047619,40,0.032958,51,4.541667,14,0.516667,
New York,New York,6/20/2000,29.047619,40,0.032958,51,4.541667,14,0.525,8
New York,New York,6/20/2000,29.047619,40,0.032958,51,4.5125,,0.516667,
New York,New York,6/20/2000,29.047619,40,0.032958,51,4.5125,,0.525,8
New York,New York,6/21/2000,34.708333,47,0.023778,42,6.708333,47,0.6,
New York,New York,6/21/2000,34.708333,47,0.023778,42,6.708333,47,0.595833,8
New York,New York,6/21/2000,34.708333,47,0.023778,42,6.6625,,0.6,
New York,New York,6/21/2000,34.708333,47,0.023778,42,6.6625,,0.595833,8
New York,New York,6/22/2000,29.916667,39,0.027667,41,7.5,20,0.595833,
New York,New York,6/22/2000,29.916667,39,0.027667,41,7.5,20,0.608333,8
New York,New York,6/22/2000,29.916667,39,0.027667,41,7.4625,,0.595833,
New York,New York,6/22/2000,29.916667,39,0.027667,41,7.4625,,0.608333,8
New York,New York,6/23/2000,25.541667,41,0.021958,33,5.833333,16,0.483333,
New York,New York,6/23/2000,25.541667,41,0.021958,33,5.833333,16,0.491667,7
New York,New York,6/23/2000,25.541667,41,0.021958,33,5.8,,0.483333,
New York,New York,6/23/2000,25.541667,41,0.021958,33,5.8,,0.491667,7
New York,New York,6/24/2000,29,45,0.039625,74,5.291667,11,0.608333,
New York,New York,6/24/2000,29,45,0.039625,74,5.291667,11,0.6,8
New York,New York,6/24/2000,29,45,0.039625,74,5.25,,0.608333,
New York,New York,6/24/2000,29,45,0.039625,74,5.25,,0.6,8
New York,New York,6/25/2000,24.958333,36,0.024125,38,4,10,0.6,
New York,New York,6/25/2000,24.958333,36,0.024125,38,4,10,0.6125,8
New York,New York,6/25/2000,24.958333,36,0.024125,38,3.9625,,0.6,
New York,New York,6/25/2000,24.958333,36,0.024125,38,3.9625,,0.6125,8
New York,New York,6/26/2000,35.625,53,0.031125,48,9.166667,37,0.629167,
New York,New York,6/26/2000,35.625,53,0.031125,48,9.166667,37,0.629167,8
New York,New York,6/26/2000,35.625,53,0.031125,48,9.1375,,0.629167,
New York,New York,6/26/2000,35.625,53,0.031125,48,9.1375,,0.629167,8
New York,New York,6/27/2000,29.291667,39,0.025542,42,7.809524,24,0.541667,
New York,New York,6/27/2000,29.291667,39,0.025542,42,7.809524,24,0.575,8
New York,New York,6/27/2000,29.291667,39,0.025542,42,7.366667,,0.541667,
New York,New York,6/27/2000,29.291667,39,0.025542,42,7.366667,,0.575,8
New York,New York,6/28/2000,27.75,45,0.023125,44,4.208333,10,0.470833,
New York,New York,6/28/2000,27.75,45,0.023125,44,4.208333,10,0.458333,7
New York,New York,6/28/2000,27.75,45,0.023125,44,4.1875,,0.470833,
New York,New York,6/28/2000,27.75,45,0.023125,44,4.1875,,0.458333,7
New York,New York,6/29/2000,35.636364,47,0.016292,33,3.833333,10,0.677273,
New York,New York,6/29/2000,35.636364,47,0.016292,33,3.833333,10,0.629167,9
New York,New York,6/29/2000,35.636364,47,0.016292,33,3.8,,0.677273,
New York,New York,6/29/2000,35.636364,47,0.016292,33,3.8,,0.629167,9
New York,New York,6/30/2000,27.833333,46,0.023083,36,5.416667,17,0.516667,
New York,New York,6/30/2000,27.833333,46,0.023083,36,5.416667,17,0.5875,10
New York,New York,6/30/2000,27.833333,46,0.023083,36,5.3875,,0.516667,
New York,New York,6/30/2000,27.833333,46,0.023083,36,5.3875,,0.5875,10
New York,New York,7/1/2000,33.958333,73,0.028125,46,5.25,17,0.5375,
New York,New York,7/1/2000,33.958333,73,0.028125,46,5.25,17,0.508333,8
New York,New York,7/1/2000,33.958333,73,0.028125,46,5.2125,,0.5375,
New York,New York,7/1/2000,33.958333,73,0.028125,46,5.2125,,0.508333,8
New York,New York,7/2/2000,36.041667,78,0.04,87,9.416667,29,0.575,
New York,New York,7/2/2000,36.041667,78,0.04,87,9.416667,29,0.554167,9
New York,New York,7/2/2000,36.041667,78,0.04,87,9.4,,0.575,
New York,New York,7/2/2000,36.041667,78,0.04,87,9.4,,0.554167,9
New York,New York,7/3/2000,42.458333,67,0.031,51,8.857143,27,0.690476,
New York,New York,7/3/2000,42.458333,67,0.031,51,8.857143,27,0.711111,10
New York,New York,7/3/2000,42.458333,67,0.031,51,8.233333,,0.690476,
New York,New York,7/3/2000,42.458333,67,0.031,51,8.233333,,0.711111,10
New York,New York,7/4/2000,27.541667,45,0.036083,47,6.041667,16,0.6375,
New York,New York,7/4/2000,27.541667,45,0.036083,47,6.041667,16,0.670833,10
New York,New York,7/4/2000,27.541667,45,0.036083,47,6.0125,,0.6375,
New York,New York,7/4/2000,27.541667,45,0.036083,47,6.0125,,0.670833,10
New York,New York,7/5/2000,22.571429,35,0.029208,36,3.833333,9,0.370833,
New York,New York,7/5/2000,22.571429,35,0.029208,36,3.833333,9,0.408333,7
New York,New York,7/5/2000,22.571429,35,0.029208,36,3.8,,0.370833,
New York,New York,7/5/2000,22.571429,35,0.029208,36,3.8,,0.408333,7
New York,New York,7/6/2000,19.583333,33,0.025167,39,3.25,9,0.325,
New York,New York,7/6/2000,19.583333,33,0.025167,39,3.25,9,0.3375,5
New York,New York,7/6/2000,19.583333,33,0.025167,39,3.2125,,0.325,
New York,New York,7/6/2000,19.583333,33,0.025167,39,3.2125,,0.3375,5
New York,New York,7/7/2000,19.333333,23,0.018125,23,4.458333,11,0.304167,
New York,New York,7/7/2000,19.333333,23,0.018125,23,4.458333,11,0.3125,5
New York,New York,7/7/2000,19.333333,23,0.018125,23,4.4375,,0.304167,
New York,New York,7/7/2000,19.333333,23,0.018125,23,4.4375,,0.3125,5
New York,New York,7/8/2000,18.208333,38,0.017542,25,3.416667,10,0.283333,
New York,New York,7/8/2000,18.208333,38,0.017542,25,3.416667,10,0.25,5
New York,New York,7/8/2000,18.208333,38,0.017542,25,3.3875,,0.283333,
New York,New York,7/8/2000,18.208333,38,0.017542,25,3.3875,,0.25,5
New York,New York,7/9/2000,30.958333,41,0.034333,47,7.416667,16,0.5375,
New York,New York,7/9/2000,30.958333,41,0.034333,47,7.416667,16,0.533333,7
New York,New York,7/9/2000,30.958333,41,0.034333,47,7.4,,0.5375,
New York,New York,7/9/2000,30.958333,41,0.034333,47,7.4,,0.533333,7
New York,New York,7/10/2000,23.791667,33,0.034042,44,5.913043,23,0.45,
New York,New York,7/10/2000,23.791667,33,0.034042,44,5.913043,23,0.479167,7
New York,New York,7/10/2000,23.791667,33,0.034042,44,5.871429,,0.45,
New York,New York,7/10/2000,23.791667,33,0.034042,44,5.871429,,0.479167,7
New York,New York,7/11/2000,19.875,32,0.024958,35,4.625,11,0.3125,
New York,New York,7/11/2000,19.875,32,0.024958,35,4.625,11,0.316667,5
New York,New York,7/11/2000,19.875,32,0.024958,35,4.575,,0.3125,
New York,New York,7/11/2000,19.875,32,0.024958,35,4.575,,0.316667,5
New York,New York,7/12/2000,25,72,0.024833,36,4.916667,26,0.3625,
New York,New York,7/12/2000,25,72,0.024833,36,4.916667,26,0.329167,6
New York,New York,7/12/2000,25,72,0.024833,36,4.8875,,0.3625,
New York,New York,7/12/2000,25,72,0.024833,36,4.8875,,0.329167,6
New York,New York,7/13/2000,37.956522,56,0.02625,45,7.666667,29,0.526087,
New York,New York,7/13/2000,37.956522,56,0.02625,45,7.666667,29,0.525,7
New York,New York,7/13/2000,37.956522,56,0.02625,45,7.6375,,0.526087,
New York,New York,7/13/2000,37.956522,56,0.02625,45,7.6375,,0.525,7
New York,New York,7/14/2000,30.791667,42,0.025375,30,5.083333,24,0.6,
New York,New York,7/14/2000,30.791667,42,0.025375,30,5.083333,24,0.604167,8
New York,New York,7/14/2000,30.791667,42,0.025375,30,5.05,,0.6,
New York,New York,7/14/2000,30.791667,42,0.025375,30,5.05,,0.604167,8
New York,New York,7/15/2000,17.375,28,0.022583,25,1.791667,6,0.5125,
New York,New York,7/15/2000,17.375,28,0.022583,25,1.791667,6,0.516667,7
New York,New York,7/15/2000,17.375,28,0.022583,25,1.775,,0.5125,
New York,New York,7/15/2000,17.375,28,0.022583,25,1.775,,0.516667,7
New York,New York,7/16/2000,27.416667,45,0.032,49,3.791667,9,0.641667,
New York,New York,7/16/2000,27.416667,45,0.032,49,3.791667,9,0.633333,8
New York,New York,7/16/2000,27.416667,45,0.032,49,3.75,,0.641667,
New York,New York,7/16/2000,27.416667,45,0.032,49,3.75,,0.633333,8
New York,New York,7/17/2000,23.625,34,0.027083,42,2.217391,6,0.6,
New York,New York,7/17/2000,23.625,34,0.027083,42,2.217391,6,0.620833,8
New York,New York,7/17/2000,23.625,34,0.027083,42,2.214286,,0.6,
New York,New York,7/17/2000,23.625,34,0.027083,42,2.214286,,0.620833,8
New York,New York,7/18/2000,33.083333,51,0.033875,54,10.875,55,0.654167,
New York,New York,7/18/2000,33.083333,51,0.033875,54,10.875,55,0.679167,9
New York,New York,7/18/2000,33.083333,51,0.033875,54,10.8375,,0.654167,
New York,New York,7/18/2000,33.083333,51,0.033875,54,10.8375,,0.679167,9
New York,New York,7/19/2000,27.875,37,0.005389,14,6.291667,21,0.654167,
New York,New York,7/19/2000,27.875,37,0.005389,14,6.291667,21,0.6,10
New York,New York,7/19/2000,27.875,37,0.005389,14,6.2625,,0.654167,
New York,New York,7/19/2000,27.875,37,0.005389,14,6.2625,,0.6,10
New York,New York,7/20/2000,26.208333,64,0.020083,37,4.208333,11,0.6125,
New York,New York,7/20/2000,26.208333,64,0.020083,37,4.208333,11,0.625,10
New York,New York,7/20/2000,26.208333,64,0.020083,37,4.175,,0.6125,
New York,New York,7/20/2000,26.208333,64,0.020083,37,4.175,,0.625,10
New York,New York,7/21/2000,35.6,52,0.032667,49,11.125,34,0.745833,
New York,New York,7/21/2000,35.6,52,0.032667,49,11.125,34,0.770833,10
New York,New York,7/21/2000,35.6,52,0.032667,49,11.0875,,0.745833,
New York,New York,7/21/2000,35.6,52,0.032667,49,11.0875,,0.770833,10
New York,New York,7/22/2000,23.125,36,0.026875,37,4.875,16,0.545833,
New York,New York,7/22/2000,23.125,36,0.026875,37,4.875,16,0.566667,8
New York,New York,7/22/2000,23.125,36,0.026875,37,4.8375,,0.545833,
New York,New York,7/22/2000,23.125,36,0.026875,37,4.8375,,0.566667,8
New York,New York,7/23/2000,24.791667,69,0.023208,36,4.333333,19,0.520833,
New York,New York,7/23/2000,24.791667,69,0.023208,36,4.333333,19,0.4875,8
New York,New York,7/23/2000,24.791667,69,0.023208,36,4.3125,,0.520833,
New York,New York,7/23/2000,24.791667,69,0.023208,36,4.3125,,0.4875,8
New York,New York,7/24/2000,28.708333,43,0.023667,36,6.583333,24,0.641667,
New York,New York,7/24/2000,28.708333,43,0.023667,36,6.583333,24,0.679167,9
New York,New York,7/24/2000,28.708333,43,0.023667,36,6.55,,0.641667,
New York,New York,7/24/2000,28.708333,43,0.023667,36,6.55,,0.679167,9
New York,New York,7/25/2000,18.375,31,0.025958,31,5.454545,27,0.468182,
New York,New York,7/25/2000,18.375,31,0.025958,31,5.454545,27,0.5,7
New York,New York,7/25/2000,18.375,31,0.025958,31,5.6,,0.468182,
New York,New York,7/25/2000,18.375,31,0.025958,31,5.6,,0.5,7
New York,New York,7/26/2000,16.318182,23,0.015125,19,2.333333,6,0.491667,
New York,New York,7/26/2000,16.318182,23,0.015125,19,2.333333,6,0.495833,7
New York,New York,7/26/2000,16.318182,23,0.015125,19,2.3125,,0.491667,
New York,New York,7/26/2000,16.318182,23,0.015125,19,2.3125,,0.495833,7
New York,New York,7/27/2000,19.416667,25,0.006917,8,2.583333,9,0.583333,
New York,New York,7/27/2000,19.416667,25,0.006917,8,2.583333,9,0.558333,8
New York,New York,7/27/2000,19.416667,25,0.006917,8,2.5625,,0.583333,
New York,New York,7/27/2000,19.416667,25,0.006917,8,2.5625,,0.558333,8
New York,New York,7/28/2000,20.125,39,0.012083,19,3,13,0.566667,
New York,New York,7/28/2000,20.125,39,0.012083,19,3,13,0.55,8
New York,New York,7/28/2000,20.125,39,0.012083,19,2.975,,0.566667,
New York,New York,7/28/2000,20.125,39,0.012083,19,2.975,,0.55,8
New York,New York,7/29/2000,27.291667,33,0.010708,18,2.875,6,0.679167,
New York,New York,7/29/2000,27.291667,33,0.010708,18,2.875,6,0.7,9
New York,New York,7/29/2000,27.291667,33,0.010708,18,2.8625,,0.679167,
New York,New York,7/29/2000,27.291667,33,0.010708,18,2.8625,,0.7,9
New York,New York,7/30/2000,19.666667,25,0.012208,17,2.25,6,0.6,
New York,New York,7/30/2000,19.666667,25,0.012208,17,2.25,6,0.641667,8
New York,New York,7/30/2000,19.666667,25,0.012208,17,2.2375,,0.6,
New York,New York,7/30/2000,19.666667,25,0.012208,17,2.2375,,0.641667,8
New York,New York,7/31/2000,13.541667,21,0.017625,19,1.454545,3,0.468182,
New York,New York,7/31/2000,13.541667,21,0.017625,19,1.454545,3,0.4875,7
New York,New York,7/31/2000,13.541667,21,0.017625,19,1.457143,,0.468182,
New York,New York,7/31/2000,13.541667,21,0.017625,19,1.457143,,0.4875,7
New York,New York,8/1/2000,19.541667,31,0.004444,12,5.5,27,0.583333,
New York,New York,8/1/2000,19.541667,31,0.004444,12,5.5,27,0.55,9
New York,New York,8/1/2000,19.541667,31,0.004444,12,5.475,,0.583333,
New York,New York,8/1/2000,19.541667,31,0.004444,12,5.475,,0.55,9
New York,New York,8/2/2000,32.904762,50,0.026,48,7.041667,23,0.845833,
New York,New York,8/2/2000,32.904762,50,0.026,48,7.041667,23,0.85,13
